ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11823422,JC387223,08/10/2019 07:13:00 PM,004XX E 61ST ST,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,0313,003,20,42,01B,1180077,1864658,2019,10/21/2019 04:10:36 PM,41.783890605,-87.615311631,"(41.783890605, -87.615311631)"
10826397,JA119425,01/18/2017 12:30:54 PM,023XX W 35TH ST,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,0911,009,12,59,01B,1160973,1881412,2017,12/12/2017 03:53:54 PM,41.830282091,-87.684890583,"(41.830282091, -87.684890583)"
10836558,JA138326,02/01/2017 06:37:57 PM,013XX S KEDZIE AVE,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,1022,010,24,29,01B,1155238,1893707,2017,04/01/2018 03:46:19 PM,41.864137869,-87.705602815,"(41.864137869, -87.705602815)"
11196916,JB106192,01/06/2018 04:10:00 AM,021XX W ADDISON ST,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,1921,019,47,5,01B,1161515,1923886,2018,01/30/2019 04:14:07 PM,41.946823083,-87.681718565,"(41.946823083, -87.681718565)"
11243655,JB168387,02/28/2018 10:46:56 AM,018XX W 59TH ST,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,0715,007,15,67,01B,1164937,1865549,2018,06/20/2018 04:03:16 PM,41.786669148,-87.670795242,"(41.786669148, -87.670795242)"
11265589,JB197488,03/23/2018 08:44:00 PM,024XX S KOSTNER AVE,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,1013,010,22,29,01B,1147442,1887418,2018,05/04/2018 03:51:04 PM,41.847032912,-87.73438296,"(41.847032912, -87.73438296)"
11273288,JB207703,04/01/2018 04:34:00 PM,038XX S INDIANA AVE,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,0212,002,3,35,01B,1178233,1879479,2018,07/20/2018 03:49:58 PM,41.824602821,-87.621622402,"(41.824602821, -87.621622402)"
11286359,JB221903,04/13/2018 01:57:09 AM,031XX W DEVON AVE,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,2413,024,50,2,01B,1154040,1942262,2018,12/05/2018 04:12:40 PM,41.997400551,-87.708702095,"(41.997400551, -87.708702095)"
11177987,JA549346,12/14/2017 05:20:00 PM,038XX W AUGUSTA BLVD,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,1112,011,27,23,01B,1150434,1906395,2017,07/03/2018 03:53:07 PM,41.899050162,-87.722906967,"(41.899050162, -87.722906967)"
11314814,JB218759,04/10/2018 07:27:58 PM,016XX E 95TH ST,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,0413,004,8,51,01B,1188674,1842304,2018,11/15/2018 04:16:06 PM,41.722347855,-87.584505639,"(41.722347855, -87.584505639)"
11382488,JB351256,07/15/2018 10:03:40 PM,052XX W FULLERTON AVE,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,2515,025,36,19,01B,1140886,1915453,2018,12/01/2018 04:09:34 PM,41.924087397,-87.757753616,"(41.924087397, -87.757753616)"
11455888,JB447920,09/23/2018 05:20:00 PM,033XX W DEVON AVE,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,1711,017,50,13,01B,1153126,1942234,2018,03/30/2019 03:57:52 PM,41.997341964,-87.712065116,"(41.997341964, -87.712065116)"
11457673,JB448709,09/24/2018 11:18:00 AM,055XX N SHERIDAN RD,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,2023,020,48,77,01B,1168635,1937059,2018,04/11/2019 04:07:22 PM,41.982818711,-87.655164396,"(41.982818711, -87.655164396)"
11507837,JB516353,11/15/2018 01:04:00 AM,071XX S STATE ST,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,0323,003,6,69,01B,1177519,1857812,2018,04/13/2019 03:55:48 PM,41.765162688,-87.624896894,"(41.765162688, -87.624896894)"
11617561,JC172728,03/03/2019 08:46:00 PM,107XX S CALUMET AVE,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,true,0513,005,9,49,01B,1180480,1833922,2019,04/05/2019 03:59:08 PM,41.699538222,-87.614775052,"(41.699538222, -87.614775052)"
11634685,JC196251,03/23/2019 03:23:00 AM,014XX E 95TH ST,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,0511,005,8,50,01B,1186912,1842256,2019,06/01/2019 04:04:59 PM,41.722258015,-87.590961031,"(41.722258015, -87.590961031)"
11659677,JC229417,04/18/2019 04:55:00 PM,004XX W 59TH ST,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,0711,007,20,68,01B,1174146,1865802,2019,06/01/2019 04:04:59 PM,41.787163716,-87.637022769,"(41.787163716, -87.637022769)"
11253846,JB181529,03/11/2018 04:25:00 AM,007XX W 69TH ST,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,0723,007,6,68,01B,1172639,1859122,2018,11/10/2019 03:54:39 PM,41.768866386,-87.642744939,"(41.768866386, -87.642744939)"
12206077,JD413988,10/29/2020 12:08:00 AM,079XX S DR MARTIN LUTHER KING JR DR,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,0623,006,6,44,01B,1180275,1852549,2020,04/27/2021 04:51:22 PM,41.750657714,-87.614956494,"(41.750657714, -87.614956494)"
11228553,JB148804,02/12/2018 05:34:00 AM,038XX S CALIFORNIA AVE,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,0911,009,12,58,01B,1158332,1879102,2018,12/10/2019 03:51:02 PM,41.823997468,-87.694643524,"(41.823997468, -87.694643524)"
11972995,JD140810,02/05/2020 11:53:00 AM,002XX N HAMLIN BLVD,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,1122,011,28,27,01B,1151017,1901120,2020,05/07/2020 03:47:25 PM,41.884563615,-87.720903902,"(41.884563615, -87.720903902)"
11703154,JC282239,05/28/2019 12:01:00 AM,052XX N WINTHROP AVE,0141,HOMICIDE,INVOLUNTARY MANSLAUGHTER,APARTMENT,true,false,2023,020,48,77,01B,1167926,1934945,2019,07/05/2020 03:47:01 PM,41.977033212,-87.657833239,"(41.977033212, -87.657833239)"
11808506,JC409229,08/27/2019 12:40:00 PM,039XX W LAKE ST,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,1122,011,28,26,01B,1149893,1901428,2019,03/26/2020 03:45:12 PM,41.885430738,-87.725023398,"(41.885430738, -87.725023398)"
25682,JD468434,12/24/2020 12:34:00 PM,093XX S OGLESBY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0413,004,7,48,01A,1193474,1843410,2020,09/18/2022 04:45:51 PM,41.725266904,-87.566888138,"(41.725266904, -87.566888138)"
25702,JE102438,01/03/2021 08:09:00 PM,068XX S STONY ISLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0332,003,5,43,01A,1188038,1860051,2021,08/31/2022 04:51:30 PM,41.771062488,-87.586270811,"(41.771062488, -87.586270811)"
11932520,JC559763,12/25/2019 11:31:00 AM,011XX N HAMLIN AVE,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,1112,011,27,23,01B,1150836,1907431,2019,05/01/2021 04:48:16 PM,41.901885191,-87.721403281,"(41.901885191, -87.721403281)"
10985734,JA311807,06/18/2017 01:19:00 AM,020XX W DIVISION ST,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,1212,012,1,24,01B,1162514,1907985,2017,01/21/2020 03:49:17 PM,41.903168813,-87.678492886,"(41.903168813, -87.678492886)"
11928339,JC554800,12/21/2019 03:35:00 AM,063XX W NORTH AVE,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,2513,025,29,25,01B,1133823,1909968,2019,01/09/2021 03:49:08 PM,41.909163051,-87.783835497,"(41.909163051, -87.783835497)"
26194,JE334051,08/11/2021 05:33:00 PM,062XX S LAFLIN ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0713,007,16,67,01A,1167404,1863307,2021,08/31/2022 04:51:30 PM,41.780464301,-87.661814109,"(41.780464301, -87.661814109)"
25929,JE231725,05/18/2021 01:11:00 PM,037XX S WOOD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0912,009,12,59,01A,1164965,1879897,2021,09/18/2022 04:45:51 PM,41.826041149,-87.670286731,"(41.826041149, -87.670286731)"
26633,HS243462,12/02/2021 07:00:00 AM,047XX W ERIE ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1111,011,28,25,01A,1144550,1903890,2021,08/31/2022 04:51:30 PM,41.892289009,-87.744582066,"(41.892289009, -87.744582066)"
25471,JD368438,09/15/2020 11:18:00 PM,027XX E 75TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0334,003,7,43,01A,1195762,1856136,2020,08/31/2022 04:51:30 PM,41.76013186,-87.558087344,"(41.76013186, -87.558087344)"
25505,JD381362,09/27/2020 05:27:00 PM,003XX W 64TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOSPITAL,false,false,0722,007,20,68,01A,1175044,1862506,2020,09/18/2022 04:45:51 PM,41.778099133,-87.633828531,"(41.778099133, -87.633828531)"
24991,JD186586,03/15/2020 04:45:00 PM,018XX N MOBILE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2513,025,29,25,01A,1134218,1911664,2020,08/31/2022 04:51:30 PM,41.913810131,-87.782344396,"(41.913810131, -87.782344396)"
12190348,JD395656,10/11/2020 04:20:00 AM,047XX S ARCHER AVE,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,0821,008,14,57,01B,1152448,1872731,2020,01/03/2021 03:47:59 PM,41.80663257,-87.716397921,"(41.80663257, -87.716397921)"
25549,JD400875,10/16/2020 04:56:00 AM,062XX S LAFLIN ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0713,007,16,67,01A,1167402,1863402,2020,09/18/2022 04:45:51 PM,41.780725036,-87.661818721,"(41.780725036, -87.661818721)"
25557,JD403502,10/18/2020 04:39:00 PM,031XX W WALTON ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1211,012,26,23,01A,1155245,1906163,2020,08/31/2022 04:51:30 PM,41.89831824,-87.705242471,"(41.89831824, -87.705242471)"
12274545,JE118554,01/20/2021 09:35:00 PM,049XX S CICERO AVE,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,0814,008,22,56,01B,1145194,1871449,2021,02/09/2021 03:44:55 PM,41.803254369,-87.743035853,"(41.803254369, -87.743035853)"
12064124,JD248163,05/31/2020 02:16:00 AM,095XX S JEFFERY AVE,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,0431,004,7,51,01B,1191176,1842204,2020,11/04/2020 03:52:20 PM,41.722013357,-87.575344529,"(41.722013357, -87.575344529)"
25747,JE124799,01/27/2021 03:56:00 PM,035XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ELEVATOR,true,false,0212,002,4,36,01A,1181307,1881665,2021,08/31/2022 04:51:30 PM,41.830530933,-87.610277459,"(41.830530933, -87.610277459)"
26639,JC236052,08/25/2020 12:20:00 PM,000XX W 71ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0731,007,6,69,01A,1176970,1857910,2020,08/31/2022 04:51:30 PM,41.765444001,-87.626906181,"(41.765444001, -87.626906181)"
12119189,JD312535,07/28/2020 08:03:00 AM,034XX W OGDEN AVE,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,1024,010,24,29,01B,1153919,1890748,2020,11/12/2020 03:50:23 PM,41.856044402,-87.710523643,"(41.856044402, -87.710523643)"
12213097,JD421565,11/05/2020 10:25:00 AM,012XX S MORGAN ST,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,1232,012,25,28,01B,1170095,1894744,2020,05/25/2021 04:50:50 PM,41.866672427,-87.651033178,"(41.866672427, -87.651033178)"
25619,JD431149,11/14/2020 12:08:00 PM,082XX S DOBSON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,true,true,0631,006,8,44,01A,1184673,1850719,2020,08/31/2022 04:51:30 PM,41.745534109,-87.598897554,"(41.745534109, -87.598897554)"
26222,JE343566,08/20/2021 10:58:00 AM,024XX W POLK ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1135,011,28,28,01A,1160206,1896299,2021,09/18/2022 04:45:51 PM,41.871149439,-87.687293806,"(41.871149439, -87.687293806)"
23547,JA406427,08/26/2017 06:26:00 PM,059XX S MORGAN ST,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,true,false,0712,007,16,68,01A,1170659,1865532,2017,08/31/2022 04:51:30 PM,41.786499587,-87.649815884,"(41.786499587, -87.649815884)"
25764,JE136346,02/08/2021 07:44:00 PM,073XX S DANTE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0324,003,8,43,01A,1187140,1856680,2021,08/31/2022 04:51:30 PM,41.761833522,-87.58966934,"(41.761833522, -87.58966934)"
25628,JD437398,11/21/2020 10:38:00 AM,001XX N WALLER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1512,015,29,25,01A,1138134,1900571,2020,08/31/2022 04:51:30 PM,41.883299637,-87.768225952,"(41.883299637, -87.768225952)"
25944,JE238268,05/22/2021 02:10:00 AM,040XX W WILCOX ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1115,011,28,26,01A,1149387,1899028,2021,08/31/2022 04:51:30 PM,41.8788547,-87.726943813,"(41.8788547, -87.726943813)"
24727,JC418047,09/03/2019 09:00:00 AM,015XX S CHRISTIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1021,010,24,29,01A,1154286,1892174,2019,09/18/2022 04:45:51 PM,41.859950194,-87.709138509,"(41.859950194, -87.709138509)"
25637,JD442193,11/26/2020 03:04:00 AM,009XX N DRAKE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,true,false,1121,011,27,23,01A,1152544,1905950,2020,09/18/2022 04:45:51 PM,41.89778758,-87.715168733,"(41.89778758, -87.715168733)"
25721,JE110271,01/12/2021 01:49:00 AM,079XX S HARVARD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0623,006,17,44,01A,1175332,1852347,2021,08/31/2022 04:51:30 PM,41.750215226,-87.633075911,"(41.750215226, -87.633075911)"
25779,JE146555,02/20/2021 01:28:00 AM,020XX W 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0611,006,18,71,01A,1164306,1852264,2021,08/31/2022 04:51:30 PM,41.750226609,-87.673482519,"(41.750226609, -87.673482519)"
24031,JB311641,06/26/2018 11:02:00 AM,042XX W CARROLL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1114,011,28,26,01A,1148023,1901960,2018,09/18/2022 04:45:51 PM,41.886926776,-87.731876755,"(41.886926776, -87.731876755)"
25931,JE235752,05/19/2021 09:28:00 PM,017XX E 71ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,true,false,0332,003,5,43,01A,1188979,1858278,2021,09/18/2022 04:45:51 PM,41.766174746,-87.582878208,"(41.766174746, -87.582878208)"
24643,JC346582,07/13/2019 03:32:00 AM,016XX S LOOMIS ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,1233,012,25,31,01A,1167301,1892084,2019,09/18/2022 04:45:51 PM,41.85943364,-87.661366648,"(41.85943364, -87.661366648)"
26233,JE349449,08/25/2021 12:06:00 PM,027XX W FLOURNOY ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1135,011,28,27,01A,1158241,1896922,2021,09/18/2022 04:45:51 PM,41.872899368,-87.694491036,"(41.872899368, -87.694491036)"
26234,JE350126,08/25/2021 10:36:00 PM,037XX W ROOSEVELT RD,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,false,false,1011,010,24,29,01A,1151592,1894452,2021,09/18/2022 04:45:51 PM,41.86625461,-87.718967674,"(41.86625461, -87.718967674)"
26641,JC465286,10/15/2019 07:01:00 AM,011XX W 77TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0612,006,17,71,01A,1170140,1853745,2019,09/18/2022 04:45:51 PM,41.754165905,-87.652061133,"(41.754165905, -87.652061133)"
25969,JE251565,06/02/2021 08:15:00 PM,021XX W 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0611,006,18,71,01A,1163652,1852247,2021,09/18/2022 04:45:51 PM,41.750193697,-87.675879555,"(41.750193697, -87.675879555)"
12298564,JE148664,02/22/2021 11:54:00 AM,074XX S RACINE AVE,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,0734,007,17,67,01B,1169607,1855577,2021,08/19/2021 04:49:03 PM,41.759204719,-87.653961386,"(41.759204719, -87.653961386)"
25972,JE253029,06/04/2021 02:08:00 AM,004XX N OAKLEY BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1221,012,27,24,01A,1160991,1903123,2021,08/31/2022 04:51:30 PM,41.889858855,-87.684222291,"(41.889858855, -87.684222291)"
26249,JE322255,08/02/2021 01:04:00 AM,056XX S ST LOUIS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,true,false,0822,008,14,63,01A,1154009,1866904,2021,08/31/2022 04:51:30 PM,41.79061156,-87.710827405,"(41.79061156, -87.710827405)"
25379,JD325772,08/09/2020 03:34:00 AM,067XX S MAPLEWOOD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,0832,008,17,66,01A,1160535,1859900,2020,08/31/2022 04:51:30 PM,41.771259454,-87.687091027,"(41.771259454, -87.687091027)"
24969,JD164620,02/25/2020 06:03:00 PM,079XX S AVALON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,true,false,0411,004,8,45,01A,1185921,1852701,2020,08/31/2022 04:51:30 PM,41.750943595,-87.594262333,"(41.750943595, -87.594262333)"
11976066,JD145123,02/08/2020 09:47:00 PM,032XX W JACKSON BLVD,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,false,false,1124,011,28,27,01B,1154928,1898510,2020,03/25/2021 04:52:53 PM,41.877324023,-87.706612089,"(41.877324023, -87.706612089)"
26023,JE274634,06/21/2021 05:59:00 PM,063XX S KIMBARK AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0314,003,20,42,01A,1185731,1863151,2021,11/03/2022 04:44:15 PM,41.779623837,-87.594629708,"(41.779623837, -87.594629708)"
26261,JD233489,12/22/2020 06:31:00 AM,065XX S WOLCOTT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0726,007,15,67,01A,1164808,1861399,2020,09/18/2022 04:45:51 PM,41.775283736,-87.67138536,"(41.775283736, -87.67138536)"
24513,JC240092,04/28/2019 05:07:00 AM,112XX S HOMEWOOD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,2212,022,19,75,01A,1165396,1829840,2019,09/18/2022 04:45:51 PM,41.688668592,-87.670121265,"(41.688668592, -87.670121265)"
24891,JD101694,01/02/2020 02:19:00 PM,069XX S MICHIGAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0322,003,6,69,01A,1178364,1858948,2020,09/18/2022 04:45:51 PM,41.768260855,-87.621765291,"(41.768260855, -87.621765291)"
25999,JE266388,06/15/2021 12:45:00 AM,011XX N LAKE SHORE DR,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1824,018,2,8,01A,1177197,1907909,2021,08/31/2022 04:51:30 PM,41.902640036,-87.624562043,"(41.902640036, -87.624562043)"
25852,JE191820,04/07/2021 12:22:00 AM,079XX S EBERHART AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0624,006,6,44,01A,1180948,1852537,2021,08/31/2022 04:51:30 PM,41.750609338,-87.612490693,"(41.750609338, -87.612490693)"
24537,JC259671,05/12/2019 09:36:00 AM,011XX N ROCKWELL ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1211,012,1,24,01A,1158865,1907338,2019,08/31/2022 04:51:30 PM,41.901469045,-87.691914185,"(41.901469045, -87.691914185)"
26258,JE362606,09/05/2021 03:38:00 PM,078XX S CLYDE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0414,004,8,43,01A,1191561,1853500,2021,08/31/2022 04:51:30 PM,41.753001316,-87.573569093,"(41.753001316, -87.573569093)"
26475,JE464154,12/02/2021 10:25:00 PM,017XX W 35TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0912,009,12,59,01A,1165162,1881507,2021,09/18/2022 04:45:51 PM,41.830454986,-87.669518341,"(41.830454986, -87.669518341)"
26043,JE279937,06/28/2021 06:07:00 PM,023XX W OGDEN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1233,012,28,28,01A,1160861,1894233,2021,08/31/2022 04:51:30 PM,41.865466585,-87.68494635,"(41.865466585, -87.68494635)"
26044,JE281658,06/28/2021 11:20:00 PM,037XX W LEXINGTON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1133,011,24,27,01A,1151719,1896449,2021,08/31/2022 04:51:30 PM,41.871732109,-87.71844893,"(41.871732109, -87.71844893)"
26041,JE281927,06/28/2021 01:12:00 AM,117XX S LAFLIN ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0524,005,34,53,01A,1168442,1826982,2021,08/31/2022 04:51:30 PM,41.680760863,-87.659051873,"(41.680760863, -87.659051873)"
25789,JE154725,02/28/2021 04:31:00 AM,091XX S EMERALD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2223,022,21,73,01A,1172914,1844229,2021,08/31/2022 04:51:30 PM,41.727992013,-87.642175432,"(41.727992013, -87.642175432)"
23687,JA503337,11/08/2017 02:30:00 AM,081XX S COLFAX AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0422,004,7,46,01A,1194926,1851405,2017,08/31/2022 04:51:30 PM,41.747170267,-87.561306822,"(41.747170267, -87.561306822)"
26104,JE300330,07/13/2021 05:42:00 PM,070XX S NORMAL BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0732,007,6,68,01A,1174167,1858188,2021,08/31/2022 04:51:30 PM,41.766269578,-87.637171768,"(41.766269578, -87.637171768)"
26293,JE376637,09/17/2021 05:01:00 AM,026XX N MILWAUKEE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1412,014,35,22,01A,1154195,1917670,2021,08/31/2022 04:51:30 PM,41.929915469,-87.708791295,"(41.929915469, -87.708791295)"
26292,JE376499,09/17/2021 12:25:00 AM,013XX S CANAL ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,true,false,0124,001,11,28,01A,1173336,1893976,2021,08/31/2022 04:51:30 PM,41.864493678,-87.639158,"(41.864493678, -87.639158)"
12501140,JE396126,10/03/2021 03:03:00 AM,024XX W IRVING PARK RD,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,false,false,1911,019,47,5,01B,1159496,1926488,2021,12/15/2021 03:55:46 PM,41.954005002,-87.689067928,"(41.954005002, -87.689067928)"
23449,JA348414,07/15/2017 12:08:00 AM,035XX E 97TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0432,004,10,52,01A,1201562,1841388,2017,08/31/2022 04:51:30 PM,41.719516953,-87.537330752,"(41.719516953, -87.537330752)"
26301,JE377871,09/18/2021 12:31:00 AM,019XX S ST LOUIS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1024,010,24,29,01A,1153407,1890195,2021,09/18/2022 04:45:51 PM,41.854537081,-87.71241763,"(41.854537081, -87.71241763)"
26299,JE377982,09/18/2021 04:19:00 AM,008XX N ORLEANS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1823,018,27,8,01A,1173756,1906378,2021,08/31/2022 04:51:30 PM,41.898516209,-87.637246929,"(41.898516209, -87.637246929)"
25517,JD386650,10/02/2020 06:17:00 PM,066XX S OAKLEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,0832,008,16,66,01A,1162215,1860620,2020,08/31/2022 04:51:30 PM,41.773200429,-87.680912685,"(41.773200429, -87.680912685)"
26318,JE386164,09/24/2021 08:10:00 PM,007XX E 92ND PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0633,006,9,44,01A,1182752,1843801,2021,08/31/2022 04:51:30 PM,41.72659511,-87.606150551,"(41.72659511, -87.606150551)"
26157,JE320488,07/31/2021 12:00:00 AM,021XX S KILDARE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1012,010,24,29,01A,1148055,1889281,2021,08/31/2022 04:51:30 PM,41.85213347,-87.732085364,"(41.85213347, -87.732085364)"
26163,JE321632,08/01/2021 01:01:00 AM,072XX S BENNETT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0324,003,7,43,01A,1189959,1857398,2021,08/31/2022 04:51:30 PM,41.763736434,-87.579314492,"(41.763736434, -87.579314492)"
25418,JD348693,08/29/2020 12:23:00 AM,008XX E 88TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,true,false,0632,006,8,44,01A,1183377,1846478,2020,08/31/2022 04:51:30 PM,41.733926594,-87.603778019,"(41.733926594, -87.603778019)"
25168,JD256319,06/07/2020 03:50:00 AM,123XX S WALLACE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0523,005,34,53,01A,1174544,1823030,2020,09/18/2022 04:45:51 PM,41.669782721,-87.636832454,"(41.669782721, -87.636832454)"
26509,JE298394,12/14/2021 01:18:00 AM,038XX W ADAMS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1122,011,28,26,01A,1150865,1898738,2021,08/31/2022 04:51:30 PM,41.878030124,-87.721524427,"(41.878030124, -87.721524427)"
26523,JE480111,12/16/2021 11:30:00 PM,067XX S CONSTANCE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0332,003,5,43,01A,1189698,1860727,2021,09/18/2022 04:45:51 PM,41.772877757,-87.580164253,"(41.772877757, -87.580164253)"
26348,JE396622,10/03/2021 03:45:00 PM,034XX W DOUGLAS BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1021,010,24,29,01A,1153508,1893074,2021,08/31/2022 04:51:30 PM,41.862435382,-87.711970441,"(41.862435382, -87.711970441)"
26357,JE402148,10/08/2021 02:40:00 AM,076XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,MOTEL,true,false,0624,006,8,69,01A,1182886,1854560,2021,08/31/2022 04:51:30 PM,41.756115887,-87.605326291,"(41.756115887, -87.605326291)"
26061,JE288138,07/03/2021 05:05:00 AM,044XX W CERMAK RD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1012,010,24,29,01A,1147323,1889007,2021,09/18/2022 04:45:51 PM,41.851395612,-87.734779046,"(41.851395612, -87.734779046)"
26314,JE384757,09/23/2021 05:46:00 PM,022XX S KOLIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1013,010,22,29,01A,1147998,1888781,2021,09/18/2022 04:45:51 PM,41.850762501,-87.732307417,"(41.850762501, -87.732307417)"
